annotation_name	accession	assminfo-name	organism-name	organism-tax-id	full_path
GCA_022833125.2_ASM2283312v2_genomic	GCA_022833125.2	ASM2283312v2	Homo sapiens	9606	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/833/125/GCA_022833125.2_ASM2283312v2/GCA_022833125.2_ASM2283312v2_genomic.gff.gz
GCF_029633855.1_fHopMal1.hap1_genomic	GCF_029633855.1	fHopMal1.hap1	Hoplias malabaricus	27720	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/633/855/GCF_029633855.1_fHopMal1.hap1/GCF_029633855.1_fHopMal1.hap1_genomic.gff.gz
GCA_024137805.1_yangtze_university_Zhang_lab_wild_barley_1.0_genomic	GCA_024137805.1	yangtze university Zhang lab wild barley 1.0	Hordeum vulgare	4513	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/137/805/GCA_024137805.1_yangtze_university_Zhang_lab_wild_barley_1.0/GCA_024137805.1_yangtze_university_Zhang_lab_wild_barley_1.0_genomic.gff.gz
GCF_904849725.1_MorexV3_pseudomolecules_assembly_genomic	GCF_904849725.1	MorexV3_pseudomolecules_assembly	Hordeum vulgare subsp. vulgare	112509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/849/725/GCF_904849725.1_MorexV3_pseudomolecules_assembly/GCF_904849725.1_MorexV3_pseudomolecules_assembly_genomic.gff.gz
GCF_000348985.1_ASM34898v1_genomic	GCF_000348985.1	ASM34898v1	Huiozyma naganishii CBS 8797	1071383	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/985/GCF_000348985.1_ASM34898v1/GCF_000348985.1_ASM34898v1_genomic.gff.gz
GCA_000348985.1_ASM34898v1_genomic	GCA_000348985.1	ASM34898v1	Huiozyma naganishii CBS 8797	1071383	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/985/GCA_000348985.1_ASM34898v1/GCA_000348985.1_ASM34898v1_genomic.gff.gz
GCF_963169125.1_drHumLupu1.1_genomic	GCF_963169125.1	drHumLupu1.1	Humulus lupulus	3486	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/169/125/GCF_963169125.1_drHumLupu1.1/GCF_963169125.1_drHumLupu1.1_genomic.gff.gz
GCA_036884735.1_HHUS_1.1_genomic	GCA_036884735.1	HHUS_1.1	Huso huso	61971	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/884/735/GCA_036884735.1_HHUS_1.1/GCA_036884735.1_HHUS_1.1_genomic.gff.gz
GCA_013339685.2_BIME_Hyas_1.3_genomic	GCA_013339685.2	BIME_Hyas_1.3	Hyalomma asiaticum	266040	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/685/GCA_013339685.2_BIME_Hyas_1.3/GCA_013339685.2_BIME_Hyas_1.3_genomic.gff.gz
GCF_038396675.1_HydraT2T_AEP_genomic	GCF_038396675.1	HydraT2T_AEP	Hydra vulgaris	6087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/396/675/GCF_038396675.1_HydraT2T_AEP/GCF_038396675.1_HydraT2T_AEP_genomic.gff.gz
GCF_022113875.1_Hydra_105_v3_genomic	GCF_022113875.1	Hydra_105_v3	Hydra vulgaris	6087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/113/875/GCF_022113875.1_Hydra_105_v3/GCF_022113875.1_Hydra_105_v3_genomic.gff.gz
GCF_037890685.1_HydraT2T_105_genomic	GCF_037890685.1	HydraT2T_105	Hydra vulgaris	6087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/890/685/GCF_037890685.1_HydraT2T_105/GCF_037890685.1_HydraT2T_105_genomic.gff.gz
GCF_029227915.1_HSymV2.1_genomic	GCF_029227915.1	HSymV2.1	Hydractinia symbiolongicarpus	13093	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/227/915/GCF_029227915.1_HSymV2.1/GCF_029227915.1_HSymV2.1_genomic.gff.gz
GCF_029499605.1_aHylSar1.hap1_genomic	GCF_029499605.1	aHylSar1.hap1	Hyla sarda	327740	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/499/605/GCF_029499605.1_aHylSar1.hap1/GCF_029499605.1_aHylSar1.hap1_genomic.gff.gz
GCF_026283585.1_UHH_iyHylVolc1.0_haploid_genomic	GCF_026283585.1	UHH_iyHylVolc1.0_haploid	Hylaeus volcanicus	313075	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/283/585/GCF_026283585.1_UHH_iyHylVolc1.0_haploid/GCF_026283585.1_UHH_iyHylVolc1.0_haploid_genomic.gff.gz
GCA_019447015.1_UCB_Hboe_1.0_genomic	GCA_019447015.1	UCB_Hboe_1.0	Hymenochirus boettgeri	247094	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/447/015/GCA_019447015.1_UCB_Hboe_1.0/GCA_019447015.1_UCB_Hboe_1.0_genomic.gff.gz
GCF_030144855.1_sHypSab1.hap1_genomic	GCF_030144855.1	sHypSab1.hap1	Hypanus sabinus	79690	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/144/855/GCF_030144855.1_sHypSab1.hap1/GCF_030144855.1_sHypSab1.hap1_genomic.gff.gz
GCF_040937935.1_aHypRig1.pri_genomic	GCF_040937935.1	aHypRig1.pri	Hyperolius riggenbachi	752182	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/937/935/GCF_040937935.1_aHypRig1.pri/GCF_040937935.1_aHypRig1.pri_genomic.gff.gz
GCF_021917145.1_fHypTra1_genomic	GCF_021917145.1	fHypTra1	Hypomesus transpacificus	137520	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/917/145/GCF_021917145.1_fHypTra1/GCF_021917145.1_fHypTra1_genomic.gff.gz
GCF_023375685.1_Billie_1.0_genomic	GCF_023375685.1	Billie_1.0	Ictalurus furcatus	66913	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/375/685/GCF_023375685.1_Billie_1.0/GCF_023375685.1_Billie_1.0_genomic.gff.gz
GCF_001660625.3_Coco_2.0_genomic	GCF_001660625.3	Coco_2.0	Ictalurus punctatus	7998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/625/GCF_001660625.3_Coco_2.0/GCF_001660625.3_Coco_2.0_genomic.gff.gz
GCF_016881025.1_HiC_Itri_2_genomic	GCF_016881025.1	HiC_Itri_2	Ictidomys tridecemlineatus	43179	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/881/025/GCF_016881025.1_HiC_Itri_2/GCF_016881025.1_HiC_Itri_2_genomic.gff.gz
GCA_016881025.1_HiC_Itri_2_genomic	GCA_016881025.1	HiC_Itri_2	Ictidomys tridecemlineatus	43179	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/881/025/GCA_016881025.1_HiC_Itri_2/GCA_016881025.1_HiC_Itri_2_genomic.gff.gz
GCF_907164915.1_dImpGla2.1_genomic	GCF_907164915.1	dImpGla2.1	Impatiens glandulifera	253017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/164/915/GCF_907164915.1_dImpGla2.1/GCF_907164915.1_dImpGla2.1_genomic.gff.gz
GCF_027791375.1_UM_Iind_1.1_genomic	GCF_027791375.1	UM_Iind_1.1	Indicator indicator	1002788	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/791/375/GCF_027791375.1_UM_Iind_1.1/GCF_027791375.1_UM_Iind_1.1_genomic.gff.gz
GCA_933534255.1_IP_504.v2_0_genomic	GCA_933534255.1	IP_504.v2_0	Iphiclides podalirius	110791	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/534/255/GCA_933534255.1_IP_504.v2_0/GCA_933534255.1_IP_504.v2_0_genomic.gff.gz
GCF_003576645.1_ASM357664v1_genomic	GCF_003576645.1	ASM357664v1	Ipomoea triloba	35885	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/645/GCF_003576645.1_ASM357664v1/GCF_003576645.1_ASM357664v1_genomic.gff.gz
GCF_921293095.1_ioIscEleg1.1_genomic	GCF_921293095.1	ioIscEleg1.1	Ischnura elegans	197161	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/921/293/095/GCF_921293095.1_ioIscEleg1.1/GCF_921293095.1_ioIscEleg1.1_genomic.gff.gz
GCF_020740685.1_mJacJac1.mat.Y.cur_genomic	GCF_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus	51337	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/685/GCF_020740685.1_mJacJac1.mat.Y.cur/GCF_020740685.1_mJacJac1.mat.Y.cur_genomic.gff.gz
GCF_004785595.1_Jm3101_v1.0_genomic	GCF_004785595.1	Jm3101_v1.0	Juglans microcarpa x Juglans regia	2249226	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/785/595/GCF_004785595.1_Jm3101_v1.0/GCF_004785595.1_Jm3101_v1.0_genomic.gff.gz
GCF_001411555.2_Walnut_2.0_genomic	GCF_001411555.2	Walnut 2.0	Juglans regia	51240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/555/GCF_001411555.2_Walnut_2.0/GCF_001411555.2_Walnut_2.0_genomic.gff.gz
GCA_001411555.2_Walnut_2.0_genomic	GCA_001411555.2	Walnut 2.0	Juglans regia	51240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/555/GCA_001411555.2_Walnut_2.0/GCA_001411555.2_Walnut_2.0_genomic.gff.gz
GCA_027726005.1_MPIPZ_junEff1m_1_genomic	GCA_027726005.1	MPIPZ_junEff1m_1	Juncus effusus	13579	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/726/005/GCA_027726005.1_MPIPZ_junEff1m_1/GCA_027726005.1_MPIPZ_junEff1m_1_genomic.gff.gz
GCF_000304475.1_Ka_CBS2517_genomic	GCF_000304475.1	Ka_CBS2517	Kazachstania africana CBS 2517	1071382	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/475/GCF_000304475.1_Ka_CBS2517/GCF_000304475.1_Ka_CBS2517_genomic.gff.gz
GCA_000304475.1_Ka_CBS2517_genomic	GCA_000304475.1	Ka_CBS2517	Kazachstania africana CBS 2517	1071382	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/475/GCA_000304475.1_Ka_CBS2517/GCA_000304475.1_Ka_CBS2517_genomic.gff.gz
GCF_000002515.2_ASM251v1_genomic	GCF_000002515.2	ASM251v1	Kluyveromyces lactis	28985	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/515/GCF_000002515.2_ASM251v1/GCF_000002515.2_ASM251v1_genomic.gff.gz
GCA_000002515.1_ASM251v1_genomic	GCA_000002515.1	ASM251v1	Kluyveromyces lactis	28985	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/515/GCA_000002515.1_ASM251v1/GCA_000002515.1_ASM251v1_genomic.gff.gz
GCA_007993695.1_ASM799369v1_genomic	GCA_007993695.1	ASM799369v1	Kluyveromyces lactis	28985	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/993/695/GCA_007993695.1_ASM799369v1/GCA_007993695.1_ASM799369v1_genomic.gff.gz
GCA_001417835.1_KM1777_03_genomic	GCA_001417835.1	KM1777_03	Kluyveromyces marxianus	4911	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/835/GCA_001417835.1_KM1777_03/GCA_001417835.1_KM1777_03_genomic.gff.gz
GCA_001854445.2_ASM185444v2_genomic	GCA_001854445.2	ASM185444v2	Kluyveromyces marxianus	4911	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/445/GCA_001854445.2_ASM185444v2/GCA_001854445.2_ASM185444v2_genomic.gff.gz
GCF_001417885.1_Kmar_1.0_genomic	GCF_001417885.1	Kmar_1.0	Kluyveromyces marxianus DMKU3-1042	1003335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/417/885/GCF_001417885.1_Kmar_1.0/GCF_001417885.1_Kmar_1.0_genomic.gff.gz
GCA_001417885.1_Kmar_1.0_genomic	GCA_001417885.1	Kmar_1.0	Kluyveromyces marxianus DMKU3-1042	1003335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/885/GCA_001417885.1_Kmar_1.0/GCA_001417885.1_Kmar_1.0_genomic.gff.gz
GCA_964034765.1_kcau_genome_v1_genomic	GCA_964034765.1	kcau_genome_v1	Knipowitschia caucasica	637954	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/034/765/GCA_964034765.1_kcau_genome_v1/GCA_964034765.1_kcau_genome_v1_genomic.gff.gz
GCF_026419965.1_mKogBre1_haplotype_1_genomic	GCF_026419965.1	mKogBre1 haplotype 1	Kogia breviceps	27615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/419/965/GCF_026419965.1_mKogBre1_haplotype_1/GCF_026419965.1_mKogBre1_haplotype_1_genomic.gff.gz
GCA_001708105.1_ASM170810v1_genomic	GCA_001708105.1	ASM170810v1	Komagataella pastoris	4922	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/105/GCA_001708105.1_ASM170810v1/GCA_001708105.1_ASM170810v1_genomic.gff.gz
GCA_001708085.1_ASM170808v1_genomic	GCA_001708085.1	ASM170808v1	Komagataella phaffii	460519	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/085/GCA_001708085.1_ASM170808v1/GCA_001708085.1_ASM170808v1_genomic.gff.gz
GCA_000223565.1_PicPas_Mar2011_genomic	GCA_000223565.1	PicPas_Mar2011	Komagataella phaffii CBS 7435	981350	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/565/GCA_000223565.1_PicPas_Mar2011/GCA_000223565.1_PicPas_Mar2011_genomic.gff.gz
GCA_900235035.2_KP_7435-4_genomic	GCA_900235035.2	KP_7435-4	Komagataella phaffii CBS 7435	981350	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/235/035/GCA_900235035.2_KP_7435-4/GCA_900235035.2_KP_7435-4_genomic.gff.gz
GCF_000027005.1_ASM2700v1_genomic	GCF_000027005.1	ASM2700v1	Komagataella phaffii GS115	644223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/005/GCF_000027005.1_ASM2700v1/GCF_000027005.1_ASM2700v1_genomic.gff.gz
GCA_000027005.1_ASM2700v1_genomic	GCA_000027005.1	ASM2700v1	Komagataella phaffii GS115	644223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/005/GCA_000027005.1_ASM2700v1/GCA_000027005.1_ASM2700v1_genomic.gff.gz
GCA_001746955.1_ASM174695v1_genomic	GCA_001746955.1	ASM174695v1	Komagataella phaffii GS115	644223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/955/GCA_001746955.1_ASM174695v1/GCA_001746955.1_ASM174695v1_genomic.gff.gz
GCF_001649575.2_ASM164957v2_genomic	GCF_001649575.2	ASM164957v2	Kryptolebias marmoratus	37003	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/575/GCF_001649575.2_ASM164957v2/GCF_001649575.2_ASM164957v2_genomic.gff.gz
GCF_000512585.2_ASM51258v3_genomic	GCF_000512585.2	ASM51258v3	Kwoniella bestiolae CBS 10118	1296100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/585/GCF_000512585.2_ASM51258v3/GCF_000512585.2_ASM51258v3_genomic.gff.gz
GCA_000512585.3_ASM51258v3_genomic	GCA_000512585.3	ASM51258v3	Kwoniella bestiolae CBS 10118	1296100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/585/GCA_000512585.3_ASM51258v3/GCA_000512585.3_ASM51258v3_genomic.gff.gz
GCF_036426115.1_ASM3642611v1_genomic	GCF_036426115.1	ASM3642611v1	Kwoniella botswanensis	1268659	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/426/115/GCF_036426115.1_ASM3642611v1/GCF_036426115.1_ASM3642611v1_genomic.gff.gz
GCA_036426115.1_ASM3642611v1_genomic	GCA_036426115.1	ASM3642611v1	Kwoniella botswanensis	1268659	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/426/115/GCA_036426115.1_ASM3642611v1/GCA_036426115.1_ASM3642611v1_genomic.gff.gz
GCF_000512565.2_ASM51256v3_genomic	GCF_000512565.2	ASM51256v3	Kwoniella dejecticola CBS 10117	1296121	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/565/GCF_000512565.2_ASM51256v3/GCF_000512565.2_ASM51256v3_genomic.gff.gz
GCA_000512565.3_ASM51256v3_genomic	GCA_000512565.3	ASM51256v3	Kwoniella dejecticola CBS 10117	1296121	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/565/GCA_000512565.3_ASM51256v3/GCA_000512565.3_ASM51256v3_genomic.gff.gz
GCF_036810415.1_ASM3681041v1_genomic	GCF_036810415.1	ASM3681041v1	Kwoniella dendrophila CBS 6074	1295534	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/810/415/GCF_036810415.1_ASM3681041v1/GCF_036810415.1_ASM3681041v1_genomic.gff.gz
GCA_036810415.1_ASM3681041v1_genomic	GCA_036810415.1	ASM3681041v1	Kwoniella dendrophila CBS 6074	1295534	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/810/415/GCA_036810415.1_ASM3681041v1/GCA_036810415.1_ASM3681041v1_genomic.gff.gz
GCF_036810445.1_ASM3681044v1_genomic	GCF_036810445.1	ASM3681044v1	Kwoniella europaea PYCC6329	1423913	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/810/445/GCF_036810445.1_ASM3681044v1/GCF_036810445.1_ASM3681044v1_genomic.gff.gz
GCA_036810445.1_ASM3681044v1_genomic	GCA_036810445.1	ASM3681044v1	Kwoniella europaea PYCC6329	1423913	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/810/445/GCA_036810445.1_ASM3681044v1/GCA_036810445.1_ASM3681044v1_genomic.gff.gz
GCF_000507465.2_ASM50746v4_genomic	GCF_000507465.2	ASM50746v4	Kwoniella mangroviensis CBS 8507	1296122	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/465/GCF_000507465.2_ASM50746v4/GCF_000507465.2_ASM50746v4_genomic.gff.gz
GCA_000507465.4_ASM50746v4_genomic	GCA_000507465.4	ASM50746v4	Kwoniella mangroviensis CBS 8507	1296122	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/465/GCA_000507465.4_ASM50746v4/GCA_000507465.4_ASM50746v4_genomic.gff.gz
GCF_039105145.1_ASM3910514v1_genomic	GCF_039105145.1	ASM3910514v1	Kwoniella newhampshirensis	1651941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/105/145/GCF_039105145.1_ASM3910514v1/GCF_039105145.1_ASM3910514v1_genomic.gff.gz
GCA_039105145.1_ASM3910514v1_genomic	GCA_039105145.1	ASM3910514v1	Kwoniella newhampshirensis	1651941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/105/145/GCA_039105145.1_ASM3910514v1/GCA_039105145.1_ASM3910514v1_genomic.gff.gz
GCA_000512605.3_ASM51260v3_genomic	GCA_000512605.3	ASM51260v3	Kwoniella pini CBS 10737	1296096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/605/GCA_000512605.3_ASM51260v3/GCA_000512605.3_ASM51260v3_genomic.gff.gz
GCF_008629635.2_ASM862963v2_genomic	GCF_008629635.2	ASM862963v2	Kwoniella shandongensis	1734106	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/629/635/GCF_008629635.2_ASM862963v2/GCF_008629635.2_ASM862963v2_genomic.gff.gz
GCA_008629635.2_ASM862963v2_genomic	GCA_008629635.2	ASM862963v2	Kwoniella shandongensis	1734106	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/629/635/GCA_008629635.2_ASM862963v2/GCA_008629635.2_ASM862963v2_genomic.gff.gz
GCF_035658355.1_ASM3565835v1_genomic	GCF_035658355.1	ASM3565835v1	Kwoniella shivajii	564305	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/658/355/GCF_035658355.1_ASM3565835v1/GCF_035658355.1_ASM3565835v1_genomic.gff.gz
GCA_035658355.1_ASM3565835v1_genomic	GCA_035658355.1	ASM3565835v1	Kwoniella shivajii	564305	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/658/355/GCA_035658355.1_ASM3565835v1/GCA_035658355.1_ASM3565835v1_genomic.gff.gz
GCA_036810365.1_ASM3681036v1_genomic	GCA_036810365.1	ASM3681036v1	Kwoniella sp. B9012	1423914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/810/365/GCA_036810365.1_ASM3681036v1/GCA_036810365.1_ASM3681036v1_genomic.gff.gz
GCA_036287355.1_ASM3628735v1_genomic	GCA_036287355.1	ASM3628735v1	Kwoniella sp. CBS 6097	2770021	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/287/355/GCA_036287355.1_ASM3628735v1/GCA_036287355.1_ASM3628735v1_genomic.gff.gz
GCA_036428585.1_ASM3642858v1_genomic	GCA_036428585.1	ASM3642858v1	Kwoniella sp. CBS 9459	2770022	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/428/585/GCA_036428585.1_ASM3642858v1/GCA_036428585.1_ASM3642858v1_genomic.gff.gz
GCA_036428645.1_ASM3642864v1_genomic	GCA_036428645.1	ASM3642864v1	Kwoniella sp. DSM 27419	2770024	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/428/645/GCA_036428645.1_ASM3642864v1/GCA_036428645.1_ASM3642864v1_genomic.gff.gz
GCF_022985175.1_IGBB_LRoh.1.0_genomic	GCF_022985175.1	IGBB_LRoh.1.0	Labeo rohita	84645	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/985/175/GCF_022985175.1_IGBB_LRoh.1.0/GCF_022985175.1_IGBB_LRoh.1.0_genomic.gff.gz
GCA_022985175.1_IGBB_LRoh.1.0_genomic	GCA_022985175.1	IGBB_LRoh.1.0	Labeo rohita	84645	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/175/GCA_022985175.1_IGBB_LRoh.1.0/GCA_022985175.1_IGBB_LRoh.1.0_genomic.gff.gz
GCF_963930695.1_fLabBer1.1_genomic	GCF_963930695.1	fLabBer1.1	Labrus bergylta	56723	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/930/695/GCF_963930695.1_fLabBer1.1/GCF_963930695.1_fLabBer1.1_genomic.gff.gz
GCF_963584025.1_fLabMix1.1_genomic	GCF_963584025.1	fLabMix1.1	Labrus mixtus	508554	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/584/025/GCF_963584025.1_fLabMix1.1/GCF_963584025.1_fLabMix1.1_genomic.gff.gz
GCF_009819535.1_rLacAgi1.pri_genomic	GCF_009819535.1	rLacAgi1.pri	Lacerta agilis	80427	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/535/GCF_009819535.1_rLacAgi1.pri/GCF_009819535.1_rLacAgi1.pri_genomic.gff.gz
GCA_900074725.1_LADA0_genomic	GCA_900074725.1	LADA0	Lachancea dasiensis	1072105	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/725/GCA_900074725.1_LADA0/GCA_900074725.1_LADA0_genomic.gff.gz
GCA_900074765.1_LAFE0_genomic	GCA_900074765.1	LAFE0	Lachancea fermentati	4955	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/765/GCA_900074765.1_LAFE0/GCA_900074765.1_LAFE0_genomic.gff.gz
GCA_900074715.1_LAME0_genomic	GCA_900074715.1	LAME0	Lachancea meyersii CBS 8951	1266667	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/715/GCA_900074715.1_LAME0/GCA_900074715.1_LAME0_genomic.gff.gz
GCA_900074745.1_LAMI0_genomic	GCA_900074745.1	LAMI0	Lachancea mirantina	1230905	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/745/GCA_900074745.1_LAMI0/GCA_900074745.1_LAMI0_genomic.gff.gz
GCA_900074755.1_LANO0_genomic	GCA_900074755.1	LANO0	Lachancea nothofagi CBS 11611	1266666	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/755/GCA_900074755.1_LANO0/GCA_900074755.1_LANO0_genomic.gff.gz
GCA_900074735.1_LAFA0_genomic	GCA_900074735.1	LAFA0	Lachancea sp. 'fantastica'	1230904	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/735/GCA_900074735.1_LAFA0/GCA_900074735.1_LAFA0_genomic.gff.gz
GCF_000142805.1_ASM14280v1_genomic	GCF_000142805.1	ASM14280v1	Lachancea thermotolerans CBS 6340	559295	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/805/GCF_000142805.1_ASM14280v1/GCF_000142805.1_ASM14280v1_genomic.gff.gz
GCA_000142805.1_ASM14280v1_genomic	GCA_000142805.1	ASM14280v1	Lachancea thermotolerans CBS 6340	559295	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/142/805/GCA_000142805.1_ASM14280v1/GCA_000142805.1_ASM14280v1_genomic.gff.gz
GCA_949927565.1_Lactuca_saligna_genomic	GCA_949927565.1	Lactuca_saligna	Lactuca saligna	75948	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/927/565/GCA_949927565.1_Lactuca_saligna/GCA_949927565.1_Lactuca_saligna_genomic.gff.gz
GCF_002870075.4_Lsat_Salinas_v11_genomic	GCF_002870075.4	Lsat_Salinas_v11	Lactuca sativa	4236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.4_Lsat_Salinas_v11/GCF_002870075.4_Lsat_Salinas_v11_genomic.gff.gz
GCA_002870075.4_Lsat_Salinas_v11_genomic	GCA_002870075.4	Lsat_Salinas_v11	Lactuca sativa	4236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/870/075/GCA_002870075.4_Lsat_Salinas_v11/GCA_002870075.4_Lsat_Salinas_v11_genomic.gff.gz
GCF_949774975.1_mLagAlb1.1_genomic	GCF_949774975.1	mLagAlb1.1	Lagenorhynchus albirostris	27610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/774/975/GCF_949774975.1_mLagAlb1.1/GCF_949774975.1_mLagAlb1.1_genomic.gff.gz
GCF_023343835.1_bLagMut1_primary_genomic	GCF_023343835.1	bLagMut1 primary	Lagopus muta	64668	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/343/835/GCF_023343835.1_bLagMut1_primary/GCF_023343835.1_bLagMut1_primary_genomic.gff.gz
GCF_029633865.1_fLamInc1.hap2_genomic	GCF_029633865.1	fLamInc1.hap2	Lampris incognitus	2546036	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/633/865/GCF_029633865.1_fLamInc1.hap2/GCF_029633865.1_fLamInc1.hap2_genomic.gff.gz
GCA_015883425.2_CU_Lasu_v2_genomic	GCA_015883425.2	CU_Lasu_v2	Lamprotornis superbus	245042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/883/425/GCA_015883425.2_CU_Lasu_v2/GCA_015883425.2_CU_Lasu_v2_genomic.gff.gz
GCF_000972845.2_L_crocea_2.0_genomic	GCF_000972845.2	L_crocea_2.0	Larimichthys crocea	215358	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/845/GCF_000972845.2_L_crocea_2.0/GCF_000972845.2_L_crocea_2.0_genomic.gff.gz
