assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCF_015237465.2	rCheMyd1.pri.v2	8469	Chelonia mydas	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/237/465/GCF_015237465.2_rCheMyd1.pri.v2/GCF_015237465.2_rCheMyd1.pri.v2_genomic.gff.gz	gff	2021-09-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-09-23	319f158bd3de4ebc28a3b977d93af685
GCF_003597395.2	CheloAbing_2.0	106734	Chelonoidis abingdonii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/395/GCF_003597395.2_CheloAbing_2.0/GCF_003597395.2_CheloAbing_2.0_genomic.gff.gz	gff	2025-06-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-09	d31c3a4c4f287213f21d476ab283cd98
GCF_038502225.1	ASM3850222v1	27406	Cherax quadricarinatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/502/225/GCF_038502225.1_ASM3850222v1/GCF_038502225.1_ASM3850222v1_genomic.gff.gz	gff	2024-11-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-12-03	083fb75e2cad5d6c9acc89ef928491e1
GCF_047496795.1	sChiPun1.3	137246	Chiloscyllium punctatum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/496/795/GCF_047496795.1_sChiPun1.3/GCF_047496795.1_sChiPun1.3_genomic.gff.gz	gff	2025-03-19	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-26	62c8fa20f5cbcc3dbfb01dc1f86d587b
GCF_950005125.1	mChiNiv1.1	269649	Chionomys nivalis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/950/005/125/GCF_950005125.1_mChiNiv1.1/GCF_950005125.1_mChiNiv1.1_genomic.gff.gz	gff	2023-06-26	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-06-29	c3f67df07a42b623ff8b7172627a96d4
GCF_009829145.1	bChiLan1.pri	296741	Chiroxiphia lanceolata	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/145/GCF_009829145.1_bChiLan1.pri/GCF_009829145.1_bChiLan1.pri_genomic.gff.gz	gff	2020-02-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2020-03-01	7c74d3bacbc64b0f3a0fb400018d4c30
GCF_000002595.2	Chlamydomonas_reinhardtii_v5.5	3055	Chlamydomonas reinhardtii	RefSeq	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/595/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5_genomic.gff.gz	gff	2021-08-17	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	fb29f3663509573cdeea368a028c2d0f
GCF_047675955.1	mChlSab1.0.hap1	60711	Chlorocebus sabaeus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/675/955/GCF_047675955.1_mChlSab1.0.hap1/GCF_047675955.1_mChlSab1.0.hap1_genomic.gff.gz	gff	2025-04-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-12	40a8f028c3a1b9989eb18003b00ea673
GCF_015220235.1	mChoDid1.pri	27675	Choloepus didactylus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/235/GCF_015220235.1_mChoDid1.pri/GCF_015220235.1_mChoDid1.pri_genomic.gff.gz	gff	2020-11-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2022-09-28	87e4c1b06dd6047325190a4d2d97c34f
GCF_025370935.1	NRCan_CFum_1	7141	Choristoneura fumiferana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/370/935/GCF_025370935.1_NRCan_CFum_1/GCF_025370935.1_NRCan_CFum_1_genomic.gff.gz	gff	2025-05-15	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-05-16	e82e6cb52181495e910e506959ecc967
GCF_963924245.1	bChrRid1.1	1192867	Chroicocephalus ridibundus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/245/GCF_963924245.1_bChrRid1.1/GCF_963924245.1_bChrRid1.1_genomic.gff.gz	gff	2024-02-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-02-25	3b5a140f8908b1c0a8b57cb17cc1154f
GCF_011386835.1	ASM1138683v2	8478	Chrysemys picta bellii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/386/835/GCF_011386835.1_ASM1138683v2/GCF_011386835.1_ASM1138683v2_genomic.gff.gz	gff	2024-05-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.2	2024-06-06	39d886ab41e594d7ec892c7874df03fe
GCF_905475395.1	inChrCarn1.1	189513	Chrysoperla carnea	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/475/395/GCF_905475395.1_inChrCarn1.1/GCF_905475395.1_inChrCarn1.1_genomic.gff.gz	gff	2021-10-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-10-27	121b51a0e152bc16670540660f05a4c6
GCF_000331145.2	Cicar.CDCFrontier_v2.0	3827	Cicer arietinum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.gff.gz	gff	2025-04-18	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-22	bb151e78cb8dc061b10b4cfce0ce36ec
GCF_034638445.1	ASM3463844v1	52775	Ciconia boyciana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/638/445/GCF_034638445.1_ASM3463844v1/GCF_034638445.1_ASM3463844v1_genomic.gff.gz	gff	2025-04-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-03	c0b068178c587235cf5479b6b296c9da
GCF_963662255.1	bCinCin1.1	127875	Cinclus cinclus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/662/255/GCF_963662255.1_bCinCin1.1/GCF_963662255.1_bCinCin1.1_genomic.gff.gz	gff	2024-01-19	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-26	0222cfbbb9e96eb0138c516ddb1ed30b
GCF_000224145.3	KH	7719	Ciona intestinalis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_genomic.gff.gz	gff	2018-10-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.1	2022-09-30	b03c5e80f2f324438191500b2311757b
GCF_022201045.2	DVS_A1.0	2711	Citrus sinensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/201/045/GCF_022201045.2_DVS_A1.0/GCF_022201045.2_DVS_A1.0_genomic.gff.gz	gff	2022-12-05	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2023-06-06	76ed853966efc413242659287bb9b866
GCF_024256425.1	CGAR_prim_01v2	13013	Clarias gariepinus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/256/425/GCF_024256425.1_CGAR_prim_01v2/GCF_024256425.1_CGAR_prim_01v2_genomic.gff.gz	gff	2023-03-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-05	1c88aebbc85f9634f8314d17672d8096
GCF_949628265.1	ieCloDipt1.1	197152	Cloeon dipterum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/628/265/GCF_949628265.1_ieCloDipt1.1/GCF_949628265.1_ieCloDipt1.1_genomic.gff.gz	gff	2024-05-22	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-05-26	0b7f558d073616d42d182eb760c10cdd
GCF_900700415.2	Ch_v2.0.2	7950	Clupea harengus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/415/GCF_900700415.2_Ch_v2.0.2/GCF_900700415.2_Ch_v2.0.2_genomic.gff.gz	gff	2021-07-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-07-28	ef170abe57dcf91573950bde4dec56e7
GCF_018416015.2	ASM1841601v2	443226	Coccidioides posadasii str. Silveira	RefSeq	Northern Arizona University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/416/015/GCF_018416015.2_ASM1841601v2/GCF_018416015.2_ASM1841601v2_genomic.gff.gz	gff	2024-09-24	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-09-26	602c3c08e6fbe863f32d586a0aafa04e
GCF_907165205.1	icCocSept1.1	41139	Coccinella septempunctata	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/165/205/GCF_907165205.1_icCocSept1.1/GCF_907165205.1_icCocSept1.1_genomic.gff.gz	gff	2021-10-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-10-27	7ae897de119fedb1dc8a38d1b4e87884
GCF_003713205.1	Ceug_1.0	49369	Coffea eugenioides	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/205/GCF_003713205.1_Ceug_1.0/GCF_003713205.1_Ceug_1.0_genomic.gff.gz	gff	2018-12-05	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.1	2019-06-24	595764d84e16e619ab5fc06c93f504fd
GCF_905220415.1	ilColCroc2.1	72248	Colias croceus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/415/GCF_905220415.1_ilColCroc2.1/GCF_905220415.1_ilColCroc2.1_genomic.gff.gz	gff	2021-12-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-12-29	3d1cd4069d1adb36f736cca83a74d901
GCF_028858725.1	bColStr4.1.hap1	57412	Colius striatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/725/GCF_028858725.1_bColStr4.1.hap1/GCF_028858725.1_bColStr4.1.hap1_genomic.gff.gz	gff	2023-12-28	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-03	f0a7f6b6120ed5ea1e74fab419eba0e9
GCF_034447905.1	ASM3444790v1	34406	Colletotrichum destructivum	RefSeq	INRAE	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/447/905/GCF_034447905.1_ASM3444790v1/GCF_034447905.1_ASM3444790v1_genomic.gff.gz	gff	2024-02-07	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-02-07	f18030f0b21cfaa07036d05d931131ad
GCF_001672515.1	ASM167251v1	759273	Colletotrichum higginsianum IMI 349063	RefSeq	GATC Biotech AG	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/515/GCF_001672515.1_ASM167251v1/GCF_001672515.1_ASM167251v1_genomic.gff.gz	gff	2022-02-26	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	98baf8e76cdfd53d01c25c593392ae33
GCF_023278565.1	ASM2327856v1	145971	Colletotrichum lupini	RefSeq	University of Western Brittany	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/278/565/GCF_023278565.1_ASM2327856v1/GCF_023278565.1_ASM2327856v1_genomic.gff.gz	gff	2022-07-16	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	2720dbcebce737ab978c47aa4b2d260b
GCF_033807715.1	fColSai1.1	129043	Cololabis saira	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/807/715/GCF_033807715.1_fColSai1.1/GCF_033807715.1_fColSai1.1_genomic.gff.gz	gff	2023-12-20	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-12-24	719ec45936e9e705c7cf6d058b184350
GCF_036013475.1	bColLiv1.pat.W.v2	8932	Columba livia	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/013/475/GCF_036013475.1_bColLiv1.pat.W.v2/GCF_036013475.1_bColLiv1.pat.W.v2_genomic.gff.gz	gff	2024-05-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.2	2024-05-09	fdfa103298f0995732c28a748c57f69f
GCF_963514075.1	fConCon1.1	82655	Conger conger	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/514/075/GCF_963514075.1_fConCon1.1/GCF_963514075.1_fConCon1.1_genomic.gff.gz	gff	2023-11-30	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-12-05	7dfa17605e32f2d7f0cc7399fd797d24
GCF_964194025.1	txConMacr16.3	536237	Convolutriloba macropyga	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/194/025/GCF_964194025.1_txConMacr16.3/GCF_964194025.1_txConMacr16.3_genomic.gff.gz	gff	2025-07-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-17	bc95d34da270180c7986cf62d896c5ac
GCF_020615455.1	ASM2061545v1	59861	Coregonus clupeaformis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/615/455/GCF_020615455.1_ASM2061545v1/GCF_020615455.1_ASM2061545v1_genomic.gff.gz	gff	2021-11-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-12-01	bc2a7ac8a579dca5ad98a8a382a3bd66
GCF_963422355.1	ooCorCand1.1	121492	Corticium candelabrum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/422/355/GCF_963422355.1_ooCorCand1.1/GCF_963422355.1_ooCorCand1.1_genomic.gff.gz	gff	2024-01-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-31	628041aa7f1cfeb4f053369d9d68f3f7
GCF_000738735.6	ASM73873v6	932674	Corvus cornix cornix	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/735/GCF_000738735.6_ASM73873v6/GCF_000738735.6_ASM73873v6_genomic.gff.gz	gff	2022-04-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2024-12-10	c9898fa81b0bbc2bf09dea88d911fd58
GCF_020740725.1	bCorHaw1.pri.cur	134902	Corvus hawaiiensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/725/GCF_020740725.1_bCorHaw1.pri.cur/GCF_020740725.1_bCorHaw1.pri.cur_genomic.gff.gz	gff	2022-05-17	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-05-19	4a3f393ec3e1cc055250bcfb5f934d73
GCF_009650955.1	bCorMon1.pri	1196302	Corvus moneduloides	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/955/GCF_009650955.1_bCorMon1.pri/GCF_009650955.1_bCorMon1.pri_genomic.gff.gz	gff	2020-01-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2022-09-28	b208df2bc392cb0ff7fdcd66ca41f6dd
GCF_901000735.1	CavTom2PMs-1.0	13451	Corylus avellana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/000/735/GCF_901000735.1_CavTom2PMs-1.0/GCF_901000735.1_CavTom2PMs-1.0_genomic.gff.gz	gff	2023-09-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-09-16	75a500ee592c82c53435beb3914d0e95
GCF_030265065.1	ASM3026506v1	161448	Corythoichthys intestinalis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/265/065/GCF_030265065.1_ASM3026506v1/GCF_030265065.1_ASM3026506v1_genomic.gff.gz	gff	2024-05-15	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-05-17	619ed6a97a84de39ddaf5675c715f10d
GCF_020080835.1	MPM_Cglom_v2.3	32391	Cotesia glomerata	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/835/GCF_020080835.1_MPM_Cglom_v2.3/GCF_020080835.1_MPM_Cglom_v2.3_genomic.gff.gz	gff	2021-10-19	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-10-25	77738a2558e0e66003a43f83c6176690
GCF_900634415.1	fCotGob3.1	56716	Cottoperca gobio	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/415/GCF_900634415.1_fCotGob3.1/GCF_900634415.1_fCotGob3.1_genomic.gff.gz	gff	2025-07-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-10	88a8b1c7e25e4204e2942679a393bf5b
GCF_002022765.2	C_virginica-3.0	6565	Crassostrea virginica	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/765/GCF_002022765.2_C_virginica-3.0/GCF_002022765.2_C_virginica-3.0_genomic.gff.gz	gff	2017-09-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	7.4	2019-12-11	f7675fd1968a90484a23ecbd6c59b493
GCF_003668045.3	CriGri-PICRH-1.0	10029	Cricetulus griseus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/045/GCF_003668045.3_CriGri-PICRH-1.0/GCF_003668045.3_CriGri-PICRH-1.0_genomic.gff.gz	gff	2020-06-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.4	2020-07-17	3054f6973e48efbeb1a90d4e38a24414
GCF_000836335.1	ASM83633v2	1296109	Cryptococcus bacillisporus CA1280	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/335/GCF_000836335.1_ASM83633v2/GCF_000836335.1_ASM83633v2_genomic.gff.gz	gff	2024-07-31	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-08-01	d4f0998ae9419e4eed3e0678624cbae6
GCF_036417295.1	ASM3641729v1	1859122	Cryptococcus decagattii	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/417/295/GCF_036417295.1_ASM3641729v1/GCF_036417295.1_ASM3641729v1_genomic.gff.gz	gff	2024-05-01	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-05-02	310093544dbd2adee4e4130b3672bfd1
GCF_000149385.1	ASM14938v1	283643	Cryptococcus deneoformans B-3501A	RefSeq	Stanford University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/385/GCF_000149385.1_ASM14938v1/GCF_000149385.1_ASM14938v1_genomic.gff.gz	gff	2023-09-13	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-09-22	0a9e72ddfcaa2440cf7a4a416df07d90
GCF_000091045.1	ASM9104v1	214684	Cryptococcus deneoformans JEC21	RefSeq	TIGR	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/045/GCF_000091045.1_ASM9104v1/GCF_000091045.1_ASM9104v1_genomic.gff.gz	gff	2018-04-11	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-05-16	f756d126cfcd081c3f2b26f97c63018c
GCF_001720195.1	ASM172019v2	1295531	Cryptococcus depauperatus CBS 7841	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/195/GCF_001720195.1_ASM172019v2/GCF_001720195.1_ASM172019v2_genomic.gff.gz	gff	2024-07-02	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-07-03	9ca6b42187ccdb6b9faca6d076d9bd93
GCF_000185945.1	ASM18594v1	367775	Cryptococcus gattii WM276	RefSeq	Canada's Michael Smith Genome Sciences Centre	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1/GCF_000185945.1_ASM18594v1_genomic.gff.gz	gff	2023-04-14	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	b36abc698c96bf3932a9a226db9be372
GCF_000149245.1	CNA3	235443	Cryptococcus neoformans H99	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/245/GCF_000149245.1_CNA3/GCF_000149245.1_CNA3_genomic.gff.gz	gff	2018-04-04	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	d235c44a69dddfb40a7901b39d19ced9
GCF_000835755.1	ASM83575v2	1296105	Cryptococcus tetragattii IND107	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/755/GCF_000835755.1_ASM83575v2/GCF_000835755.1_ASM83575v2_genomic.gff.gz	gff	2024-07-31	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-08-01	297752d443a5569edf1720cd3cfa4179
GCF_030272615.1	Sugi_1.0	3369	Cryptomeria japonica	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/272/615/GCF_030272615.1_Sugi_1.0/GCF_030272615.1_Sugi_1.0_genomic.gff.gz	gff	2023-08-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-08-31	151db1ad0e9737f3cdd0d35f5d4d00c3
GCF_000194455.1	ASM19445v1	2898	Cryptomonas paramaecium	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/455/GCF_000194455.1_ASM19445v1/GCF_000194455.1_ASM19445v1_genomic.gff.gz	gff	2012-09-13	2025-09-09				2023-06-24	1ad8e88e8a17889a3f396a496d4c5fa9
GCF_000165345.1	ASM16534v1	353152	Cryptosporidium parvum Iowa II	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/345/GCF_000165345.1_ASM16534v1/GCF_000165345.1_ASM16534v1_genomic.gff.gz	gff	2012-09-13	2025-09-09				2023-06-20	44eb5dab63ad6d8e1926420940966370
GCF_019924925.1	HZGC01	7959	Ctenopharyngodon idella	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.gff.gz	gff	2023-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	fff18c2cda35f5e17dd58ac4f21f63dd
GCF_017976375.1	bCucCan1.pri	55661	Cuculus canorus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/976/375/GCF_017976375.1_bCucCan1.pri/GCF_017976375.1_bCucCan1.pri_genomic.gff.gz	gff	2023-02-28	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-09	6c8f803884abf3524c67f8a09a07f573
GCF_025177605.1	USDA_Cmelo_AY_1.0	3656	Cucumis melo	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/177/605/GCF_025177605.1_USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gff.gz	gff	2022-10-07	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2023-06-06	7f8f79c59ac7c6a4e35e5dccc1292263
GCF_000004075.3	Cucumber_9930_V3	3659	Cucumis sativus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.3_Cucumber_9930_V3/GCF_000004075.3_Cucumber_9930_V3_genomic.gff.gz	gff	2019-12-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2023-06-06	569b1713a979bf8054ef12b21614a5f5
GCF_002806865.2	ASM280686v2	3664	Cucurbita pepo subsp. pepo	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/865/GCF_002806865.2_ASM280686v2/GCF_002806865.2_ASM280686v2_genomic.gff.gz	gff	2018-01-22	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.0	2023-06-16	470338ebf63f41acdb2ccfcf2482a3b9
GCF_016801865.2	TS_CPP_V2	42434	Culex pipiens pallens	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/801/865/GCF_016801865.2_TS_CPP_V2/GCF_016801865.2_TS_CPP_V2_genomic.gff.gz	gff	2022-12-15	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2022-12-22	0a9a9ff24e737f0e9485568bfda7acab
GCF_015732765.1	VPISU_Cqui_1.0_pri_paternal	7176	Culex quinquefasciatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/732/765/GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal/GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal_genomic.gff.gz	gff	2020-12-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2022-09-28	d52d743e9990ca5f8fa00dc0210b3ef3
