assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum	retrieval_date
GCA_026686955.1	XMU_epcya_1.0	308565	Epinephelus cyanopodus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/026/686/955/1/ensembl/2025_01/geneset/genes.gff3.gz	gff	2025-01-01	Ensembl Genebuild			2026-04-05	338a77085292739dc0e924f0d816cc69	2026-09-04
GCA_026914265.1	ASM2691426v1	6604	Mya arenaria	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/026/914/265/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-12	ed0f01787c4338c16a7f3d084f9a4c8a	2026-09-04
GCA_026929865.2	TBG_H_lanceolatus_asm_v1.1	508657	Hyperoplus lanceolatus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/026/929/865/2/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-11	fa45642689bb146a358f31b4a77f9a0b	2026-09-04
GCA_026930045.1	Udiv.v.3.1	327109	Uloborus diversus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/026/930/045/1/ensembl/2025_12/geneset/genes.gff3.gz	gff	2025-12-01	Ensembl Genebuild			2026-05-19	ee69e6068c6d4e9d625c15c69aa9b42e	2026-09-04
GCA_026936395.1	ASM2693639v1	160734	Plectropomus leopardus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/026/936/395/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	b1d00bf990f165fa5f39f32617627378	2026-09-04
GCA_027123335.1	OIST_Acla_v1	80970	Amphiprion clarkii	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/123/335/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-02	f6aabe52909f62473251e1baaf77aa1a	2026-09-04
GCA_027358585.1	fPanHyp1.pri	310915	Pangasianodon hypophthalmus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/358/585/1/ensembl/2023_04/geneset/genes.gff3.gz	gff	2023-04-01	Ensembl Genebuild			2026-04-13	dce79884abf995a23a3514e65498fa85	2026-09-04
GCA_027406575.1	mNycCou1.pri	9470	Nycticebus coucang	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/406/575/1/ensembl/2023_03/geneset/genes.gff3.gz	gff	2023-03-01	Ensembl Genebuild			2026-04-13	a1528e13c5c4a0293cb3616f6a7c1502	2026-09-04
GCA_027408225.1	bGalGal5.pri	9031	Gallus gallus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/408/225/1/ensembl/2023_03/geneset/genes.gff3.gz	gff	2023-03-01	Ensembl Genebuild			2026-04-05	6c81918895c141d81ae3c8eac9a29a6a	2026-09-04
GCA_027409185.1	mCynVol1.pri	110931	Cynocephalus volans	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/409/185/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-04	371f783e5122de83f5734d7b84071971	2026-09-04
GCA_027410445.1	aDisPic1.pri	8351	Discoglossus pictus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/410/445/1/ensembl/2024_07/geneset/genes.gff3.gz	gff	2024-07-01	Ensembl Genebuild			2026-04-05	a67827b11b5cc10ff9c1c3c8fd54fa49	2026-09-04
GCA_027475355.1	ASM2747535v1	365059	Coilia nasus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/475/355/1/ensembl/2023_02/geneset/genes.gff3.gz	gff	2023-02-01	Ensembl Genebuild			2026-04-04	c5e4dc2afa872d60394f96d35f6d353b	2026-09-04
GCA_027477595.1	bHaeMex1.pri	30427	Haemorhous mexicanus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/477/595/1/ensembl/2023_04/geneset/genes.gff3.gz	gff	2023-04-01	Ensembl Genebuild			2026-04-05	602ee3342cab33ab3b0c6942f903313d	2026-09-04
GCA_027557775.1	bGalGal4.pri	9031	Gallus gallus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/557/775/1/ensembl/2023_06/geneset/genes.gff3.gz	gff	2023-06-01	Ensembl Genebuild			2026-04-05	773a9a835ecb9920245a2658d52f0fb1	2026-09-04
GCA_027559615.1	bAcrTri1.pri	279927	Acridotheres tristis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/559/615/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-01	e69cb93cffda90f2cf3915dafeba1455	2026-09-04
GCA_027563975.2	ilPloInte3.2	58824	Plodia interpunctella	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/563/975/2/ensembl/2025_07/geneset/genes.gff3.gz	gff	2025-07-01	Ensembl Genebuild			2026-04-14	3ea320f3eab9aeba998b9d031c8d59b8	2026-09-04
GCA_027564155.1	ASM2756415v1	334712	Gymnocypris eckloni scoliostomus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/564/155/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-05	1822fb69c3bcc0e46ea67d2d36ef7114	2026-09-04
GCA_027574615.1	DD_ASM_mEF_20220401	29078	Eptesicus fuscus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/574/615/1/ensembl/2024_10/geneset/genes.gff3.gz	gff	2024-10-01	Ensembl Genebuild			2026-04-05	a93669536a923257ef692a1f538ae0d9	2026-09-04
GCA_027574665.1	bRhyJub1.pri	54386	Rhynochetos jubatus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/574/665/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-14	98496d2b19890de75abe444960278689	2026-09-04
GCA_027579445.1	bAmmNel1.pri	2857394	Ammospiza nelsoni	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/579/445/1/ensembl/2025_10/geneset/genes.gff3.gz	gff	2025-10-01	Ensembl Genebuild			2026-04-02	463c6ee3b8bfd22e0ed328d479e7170c	2026-09-04
GCA_027579695.1	fNeoGra1.pri	443677	Neoarius graeffei	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/579/695/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-12	cfefa05dc41da819c392aae49f4e047f	2026-09-04
GCA_027580155.1	ASM2758015v1	119488	Siniperca chuatsi	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/580/155/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	3286329f6a3d728d14fd4990882ccd93	2026-09-04
GCA_027580175.1	ASM2758017v1	228252	Siniperca scherzeri	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/580/175/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-14	76fdbd24e9e055b0682f309acd5d4c17	2026-09-04
GCA_027595985.1	mSorAra2.pri	42254	Sorex araneus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/595/985/1/ensembl/2023_09/geneset/genes.gff3.gz	gff	2023-09-01	Ensembl Genebuild			2026-04-14	1beded50cfce7b61c213b900b13d6578	2026-09-04
GCA_027627225.1	MU_Ckus_1.0	152013	Congeria kusceri	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/627/225/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-04	bae88718673c0bbe57d4b3d7638848c9	2026-09-04
GCA_027744805.2	RoL_Ddac_1.1	161453	Dunckerocampus dactyliophorus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/744/805/2/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-05	6765f265ab6cf44d8afbba01a24c803d	2026-09-04
GCA_027744825.1	RoL_Sspl_1.0	270530	Synchiropus splendidus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/744/825/1/ensembl/2024_02/geneset/genes.gff3.gz	gff	2024-02-01	Ensembl Genebuild			2026-04-14	52c6d0808f9a08d644f7f6473dff9a0e	2026-09-04
GCA_027887145.1	bAmmCau1.pri	2857398	Ammospiza caudacuta	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/887/145/1/ensembl/2025_10/geneset/genes.gff3.gz	gff	2025-10-01	Ensembl Genebuild			2026-04-02	27290495dc5694772a3394f06a6461a6	2026-09-04
GCA_027942865.1	fOdoBon6.hap1	219752	Odontesthes bonariensis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/027/942/865/1/ensembl/2023_09/geneset/genes.gff3.gz	gff	2023-09-01	Ensembl Genebuild			2026-04-13	4c45b45b90fb5dddc09c598602031d36	2026-09-04
GCA_028015205.1	Mvir_1	2547956	Mytilisepta virgata	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/015/205/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-12	e3abe2fd7ff43d71a76b07865d1bc6d4	2026-09-04
GCA_028018385.1	mNeoNeb1.pri	61452	Neofelis nebulosa	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/018/385/1/ensembl/2025_04/geneset/genes.gff3.gz	gff	2025-04-01	Ensembl Genebuild			2026-04-12	24d69ca446cf8387951369f034796511	2026-09-04
GCA_028020825.1	bPodStr1.pri	8905	Podargus strigoides	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/020/825/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-14	060d96cc6358eeeb874a122f2c4ba52b	2026-09-04
GCA_028021215.1	mEscRob2.pri	9764	Eschrichtius robustus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/021/215/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-05	31340f869f83315014d2596510f34e84	2026-09-04
GCA_028023285.1	mBalRic1.hap2	2746895	Balaenoptera ricei	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/023/285/1/ensembl/2024_06/geneset/genes.gff3.gz	gff	2024-06-01	Ensembl Genebuild			2026-04-03	83257967d77ab8b1cb5b3877d2400879	2026-09-04
GCA_028389875.1	bPtePen1.pri	8795	Rhea pennata	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/389/875/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-14	fe0d737b195bb92686b04528deaf2b00	2026-09-04
GCA_028408465.1	idAnaLude1.1	28586	Anastrepha ludens	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/408/465/1/ensembl/2026_01/geneset/genes.gff3.gz	gff	2026-01-01	Ensembl Genebuild			2026-05-01	1b5321dd6733339f1a775a70005e7f72	2026-09-04
GCA_028500815.1	bRisTri1.patW.cur.20221130	75485	Rissa tridactyla	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/500/815/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-14	ad215e32c53100f06335d360ce3105e0	2026-09-04
GCA_028501385.1	bRisTri1.mat.cur.20221130	75485	Rissa tridactyla	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/501/385/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-14	982fec00f7a0f52839478478e1c74dd7	2026-09-04
GCA_028551375.1	Tremarctos_ornatus_HiC	9638	Tremarctos ornatus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/551/375/1/ensembl/2025_12/geneset/genes.gff3.gz	gff	2025-12-01	Ensembl Genebuild			2026-04-15	68a10fc0659ab814cb0ac006df2a5393	2026-09-04
GCA_028554725.2	idZeuCucr1.2	28588	Zeugodacus cucurbitae	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/554/725/2/ensembl/2026_01/geneset/genes.gff3.gz	gff	2026-01-01	Ensembl Genebuild			2026-05-01	afbe22f6abb1ca991fa5b1591364c1fc	2026-09-04
GCA_028554795.2	ASM2855479v2	165450	Sinohyriopsis cumingii	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/554/795/2/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-14	097cd71af733f46a4b9392f3e22f0276	2026-09-04
GCA_028564815.2	mEubGla1.1.hap2._XY	27606	Eubalaena glacialis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/564/815/2/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-05	f85120b9a13afa49019af929d65f7a87	2026-09-04
GCA_028571275.2	mEubGla1.1.hap1	27606	Eubalaena glacialis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/571/275/2/ensembl/2025_11/geneset/genes.gff3.gz	gff	2025-11-01	Ensembl Genebuild			2026-04-05	0c62e9c881387f04d723c59c247d0180	2026-09-04
GCA_028641065.1	Leri_hhj_1	7782	Leucoraja erinacea	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/641/065/1/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-11	0c6572b41f0c5f28dbb6d780367043bb	2026-09-04
GCA_028749985.4	mPumCon1.1.hap1	9696	Puma concolor	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/749/985/4/ensembl/2025_09/geneset/genes.gff3.gz	gff	2025-09-01	Ensembl Genebuild			2026-04-14	c1d9001db2d47a8f6a46b3d68d320290	2026-09-04
GCA_028751875.1	ASM2875187v1	55521	Rapana venosa	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/751/875/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-14	ed3f7e5c9be529f941abdbcb707fc5c1	2026-09-04
GCA_028829895.1	ASM2882989v1	200191	Sinotaia quadrata	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/829/895/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-14	aa7d5d3fcd5b65c51780838edda7037b	2026-09-04
GCA_028858625.2	bColStr4.1.hap2	57412	Colius striatus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/858/625/2/ensembl/2024_05/geneset/genes.gff3.gz	gff	2024-05-01	Ensembl Genebuild			2026-04-04	01b9bf6d9e89ab43616b2cddf6290373	2026-09-04
GCA_028858705.1	bGruAme1.mat	9117	Grus americana	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/858/705/1/ensembl/2023_07/geneset/genes.gff3.gz	gff	2023-07-01	Ensembl Genebuild			2026-04-05	4ce3f32029c57085551efa9a124140cf	2026-09-04
GCA_028858775.3	NHGRI_mPanTro3-v2.1_pri	9598	Pan troglodytes	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/858/775/3/ensembl/2025_05/geneset/genes.gff3.gz	gff	2025-05-01	Ensembl Genebuild			2026-04-13	e988a6abf941bbbb09af7df420ce7d28	2026-09-04
GCA_028878055.3	NHGRI_mSymSyn1-v2.1_pri	9590	Symphalangus syndactylus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/878/055/3/ensembl/2025_04/geneset/genes.gff3.gz	gff	2025-04-01	Ensembl Genebuild			2026-04-14	5f2dc3b47cb10da2fc4d885af80e91b3	2026-09-04
GCA_028885655.3	NHGRI_mPonAbe1-v2.1_pri	9601	Pongo abelii	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/028/885/655/3/ensembl/2025_05/geneset/genes.gff3.gz	gff	2025-05-01	Ensembl Genebuild			2026-04-14	ea981ebc098193b936c3f079d5b74e78	2026-09-04
GCA_029042245.1	ASM2904224v1	189534	Aythya marila	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/042/245/1/ensembl/2023_10/geneset/genes.gff3.gz	gff	2023-10-01	Ensembl Genebuild			2026-04-03	c760e6254c4b2d79eb7d12da8813c70c	2026-09-04
GCA_029215775.1	rAnnSte1.0.hap1	2202111	Anniella stebbinsi	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/215/775/1/ensembl/2026_03/geneset/genes.gff3.gz	gff	2026-03-01	Ensembl Genebuild			2026-05-21	e620fca9362241cb0587af5c80669f29	2026-09-04
GCA_029220125.1	NWPU_hadal_v1	2059687	Pseudoliparis swirei	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/220/125/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	5d975b063e521d12773d8615d2891a12	2026-09-04
GCA_029339505.1	Ude_BIV7592_haploid	461120	Unio delphinus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/339/505/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-18	62b1bae26ecc4ad3dce9e2f1886b1ed7	2026-09-04
GCA_029375565.1	UGM_Ggeck_1	36310	Gekko gecko	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/375/565/1/ensembl/2023_09/geneset/genes.gff3.gz	gff	2023-09-01	Ensembl Genebuild			2026-04-05	d5bb8abdee0c0b052efa66d00151b44a	2026-09-04
GCA_029407905.2	PCC_UOA_SB_1v2	346063	Bubalus carabanensis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/407/905/2/ensembl/2023_08/geneset/genes.gff3.gz	gff	2023-08-01	Ensembl Genebuild			2026-04-03	845a3b15aec66acb1a940c342308fd90	2026-09-04
GCA_029410595.1	ASM2941059v1	74864	Martes flavigula	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/410/595/1/ensembl/2023_08/geneset/genes.gff3.gz	gff	2023-08-01	Ensembl Genebuild			2026-04-11	f2b0c27cc8dde3c97418aded8953bb3d	2026-09-04
GCA_029448725.1	ASM2944872v1	8038	Salvelinus fontinalis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/448/725/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	05f68dfae10a8f0177de63cd8a520902	2026-09-04
GCA_029465975.1	DPEC_1.1	75939	Dallia pectoralis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/465/975/1/ensembl/2025_02/geneset/genes.gff3.gz	gff	2025-02-01	Ensembl Genebuild			2026-04-04	684ba97ad42d8114f75eb7c22639b2c7	2026-09-04
GCA_029499605.1	aHylSar1.hap1	327740	Hyla sarda	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/499/605/1/ensembl/2023_09/geneset/genes.gff3.gz	gff	2023-09-01	Ensembl Genebuild			2026-04-11	9585789561eea2ea06f5ef47614baa12	2026-09-04
GCA_029582155.1	ASM2958215v1	1049056	Panopea generosa	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/582/155/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-13	d0d515769acafd3a83915428615f330d	2026-09-04
GCA_029620275.1	ASM2962027v1	1279364	Acrossocheilus wenchowensis	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/620/275/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-01	34609fa3b462003703de11e5553abe40	2026-09-04
GCA_029633865.1	fLamInc1.hap2	2546036	Lampris incognitus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/633/865/1/ensembl/2023_09/geneset/genes.gff3.gz	gff	2023-09-01	Ensembl Genebuild			2026-04-11	cee3016b58b4de281afd5014594a11dc	2026-09-04
GCA_029718625.1	SKAU_1.1	118154	Synaphobranchus kaupii	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/718/625/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	3f3c908b41c12fb3b671bffe256fbe9d	2026-09-04
GCA_029721355.1	KUTeg	220873	Tegillarca granosa	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/721/355/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-15	98bdbeaa05e8d53d6b36d74fdbdf3f52	2026-09-04
GCA_029834435.1	USDA_OmykWR_1.0	8022	Oncorhynchus mykiss	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/834/435/1/ensembl/2024_08/geneset/genes.gff3.gz	gff	2024-08-01	Ensembl Genebuild			2026-04-13	aaea2c9f55496d2473e494804b1db50f	2026-09-04
GCA_029890205.1	ASM2989020v1	10068	Acomys cahirinus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/890/205/1/ensembl/2023_11/geneset/genes.gff3.gz	gff	2023-11-01	Ensembl Genebuild			2026-04-01	b8d50f9cec17726b20724fccde5ac655	2026-09-04
GCA_029931535.1	MarmarV2	2505931	Margaritifera margaritifera	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/931/535/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-11	ee0db643276eff965194eefa2ec1f4b3	2026-09-04
GCA_029948245.1	QUT_ActTen_1.0	6105	Actinia tenebrosa	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/029/948/245/1/ensembl/2023_10/geneset/genes.gff3.gz	gff	2023-10-01	Ensembl Genebuild			2026-04-01	f52bb8a2be4969a338ccac0c192be869	2026-09-04
GCA_030014295.1	mLoxAfr1.hap2	9785	Loxodonta africana	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/014/295/1/ensembl/2023_10/geneset/genes.gff3.gz	gff	2023-10-01	Ensembl Genebuild			2026-04-11	bc5f6189c425bf77e1fbb4f88fd7857f	2026-09-04
GCA_030014385.1	fTriRos1.hap1	2290929	Trichomycterus rosablanca	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/014/385/1/ensembl/2025_03/geneset/genes.gff3.gz	gff	2025-03-01	Ensembl Genebuild			2026-04-15	2f70fa9db87c9010a1ec90b1893b825e	2026-09-04
GCA_030020395.1	mManPen7.hap1	143292	Manis pentadactyla	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/020/395/1/ensembl/2025_04/geneset/genes.gff3.gz	gff	2025-04-01	Ensembl Genebuild			2026-04-11	bb9949f95860054d1474e46923a0cfdb	2026-09-04
GCA_030028045.1	mHipAmp2.hap2	575201	Hippopotamus amphibius kiboko	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/028/045/1/ensembl/2025_11/geneset/genes.gff3.gz	gff	2025-11-01	Ensembl Genebuild			2026-04-06	66ee36b8090f8048f1cb9492c7f6cca4	2026-09-04
GCA_030035675.1	rRhiFlo1.hap2	261503	Rhineura floridana	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/035/675/1/ensembl/2024_04/geneset/genes.gff3.gz	gff	2024-04-01	Ensembl Genebuild			2026-04-14	e64ea6a7c1df1b02226ef6f34f55f738	2026-09-04
GCA_030067915.1	Hech_primary_v1.0	35630	Hydractinia echinata	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/067/915/1/ensembl/2023_10/geneset/genes.gff3.gz	gff	2023-10-01	Ensembl Genebuild			2026-04-11	aa5d842dc6347cea7fa0248687856fac	2026-09-04
GCA_030128855.1	Clint_PTR_hifiasm-v0.15.2.pri	9598	Pan troglodytes	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/128/855/1/ensembl/2025_06/geneset/genes.gff3.gz	gff	2025-06-01	Ensembl Genebuild			2026-04-13	e827c725b57ea514e43136b9c3cf839e	2026-09-04
GCA_030141615.1	Upi_BIV9798	55837	Unio pictorum	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/141/615/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-18	f4d1baac625c3cd7c0b7c30afc30bf02	2026-09-04
GCA_030142905.1	ASM3014290v1	86515	Heliopora coerulea	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/142/905/1/ensembl/2023_10/geneset/genes.gff3.gz	gff	2023-10-01	Ensembl Genebuild			2026-04-05	39bcbc6bd707d7e8605b0a4243bab13b	2026-09-04
GCA_030144855.1	sHypSab1.hap1	79690	Hypanus sabinus	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/144/855/1/ensembl/2024_03/geneset/genes.gff3.gz	gff	2024-03-01	Ensembl Genebuild			2026-04-11	21bc5e5b84d75e06a76c6b60bb2a5afe	2026-09-04
GCA_030159075.1	Atrina_japonica_v._1.0	366651	Atrina japonica	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/159/075/1/ensembl/2024_11/geneset/genes.gff3.gz	gff	2024-11-01	Ensembl Genebuild			2026-04-02	062cf415d6627ba9985a8bd455b47235	2026-09-04
GCA_030170355.1	Susie_PAB_hifiasm-v0.15.2.pri	9601	Pongo abelii	Ensembl	ensembl	https://ftp.ebi.ac.uk/pub/ensemblorganisms/GCA/030/170/355/1/ensembl/2025_03/geneset/genes.gff3.gz	gff	2025-03-01	Ensembl Genebuild			2026-04-14	42db2dc301c3c527ccd2076275083c5c	2026-09-04
