assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCA_052576325.1	ASM5257632v1	1338630	Cladosporium allicinum	GenBank	Aalborg university	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/576/325/GCA_052576325.1_ASM5257632v1/GCA_052576325.1_ASM5257632v1_genomic.gff.gz	gff	2025-09-12	2026-01-13				2025-09-12	1ef48eadab03ae405d1c2efecc3689f7
GCA_033297175.1	Clasp332_1	3039815	Cladorrhinum sp. PSN332	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/297/175/GCA_033297175.1_Clasp332_1/GCA_033297175.1_Clasp332_1_genomic.gff.gz	gff	2023-11-20	2026-01-13				2023-11-21	a682910646a6adf927bfa8f2d5270ded
GCA_000585515.1	Clad_yegr_CBS_114405_V1	1182544	Cladophialophora yegresii CBS 114405	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/515/GCA_000585515.1_Clad_yegr_CBS_114405_V1/GCA_000585515.1_Clad_yegr_CBS_114405_V1_genomic.gff.gz	gff	2014-03-05	2026-01-13				2020-03-12	fa0302237c35c0e779a9b8f1f30eae54
GCA_052576375.1	ASM5257637v1	887095	Cladosporium inversicolor	GenBank	Aalborg university	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/576/375/GCA_052576375.1_ASM5257637v1/GCA_052576375.1_ASM5257637v1_genomic.gff.gz	gff	2025-09-12	2026-01-13				2025-09-12	bc3d627994a141821f49018376cd581e
GCA_033725935.1	Clasp259_1	3039814	Cladorrhinum sp. PSN259	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/725/935/GCA_033725935.1_Clasp259_1/GCA_033725935.1_Clasp259_1_genomic.gff.gz	gff	2023-11-21	2026-01-13				2023-11-22	afaf9b990073b03bc5b45a606b274bc6
GCA_033576145.1	Clasam1	585594	Cladorrhinum samala	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/576/145/GCA_033576145.1_Clasam1/GCA_033576145.1_Clasam1_genomic.gff.gz	gff	2023-12-28	2026-01-13				2023-12-29	e4771b4e835c4e4bf1f28b09de7f4442
GCA_026023515.1	ASM2602351v1	2939399	Claussenomyces sp. TS43310	GenBank	University of Alberta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/515/GCA_026023515.1_ASM2602351v1/GCA_026023515.1_ASM2602351v1_genomic.gff.gz	gff	2022-11-07	2026-01-13				2022-11-08	ec8014453ae0b898b44dedfcf8ca2fd8
GCA_052935175.1	ASM5293517v1	2036908	Clarireedia jacksonii	GenBank	Umass Amherst	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/935/175/GCA_052935175.1_ASM5293517v1/GCA_052935175.1_ASM5293517v1_genomic.gff.gz	gff	2025-10-01	2026-01-13				2025-10-01	8de1e77d1d33c005a132938256cc4c5c
GCA_052935195.1	ASM5293519v1	2036908	Clarireedia jacksonii	GenBank	Umass Amherst	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/935/195/GCA_052935195.1_ASM5293519v1/GCA_052935195.1_ASM5293519v1_genomic.gff.gz	gff	2025-10-01	2026-01-13				2025-10-01	3fbd0e335f89e4e07483e5b0abb1c160
GCA_011745625.2	ASM1174562v2	1052096	Cladosporium halotolerans	GenBank	Hellenic Centre of Marine Research (HCMR)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/745/625/GCA_011745625.2_ASM1174562v2/GCA_011745625.2_ASM1174562v2_genomic.gff.gz	gff	2024-08-22	2026-01-13				2024-08-22	6a15a81080245fee93e4a78819f73339
GCA_010015635.1	Clael1	706981	Clathrospora elynae	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/635/GCA_010015635.1_Clael1/GCA_010015635.1_Clael1_genomic.gff.gz	gff	2020-02-10	2026-01-13				2021-09-25	f5078219801ada7773dc1ed3d7ccd30e
GCA_018360325.1	CSU_LM81_v1	2559226	Claviceps aff. humidiphila group G2b	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/325/GCA_018360325.1_CSU_LM81_v1/GCA_018360325.1_CSU_LM81_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	7bd3cc8f5e818e563d40ab7501402d4d
GCA_013399935.1	ASM1339993v1	161649	Cinclus mexicanus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/935/GCA_013399935.1_ASM1339993v1/GCA_013399935.1_ASM1339993v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-25	0ec6bebef4ef16737117554262325cf1
GCA_020884735.1	Clacol_1.0	1419009	Clathrus columnatus	GenBank	Center for Molecular Biodiversity Research, National Museum of Nature & Science	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/884/735/GCA_020884735.1_Clacol_1.0/GCA_020884735.1_Clacol_1.0_genomic.gff.gz	gff	2021-10-29	2026-01-13				2021-11-19	7508a6e8766cfeecaa7ea38f28618377
GCA_963966165.1	Cvlepa_BANY2021	159417	Clavelina lepadiformis	GenBank	Centre National de la Recherche Scientifique	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/966/165/GCA_963966165.1_Cvlepa_BANY2021/GCA_963966165.1_Cvlepa_BANY2021_genomic.gff.gz	gff	2024-02-23	2026-01-13				2024-02-26	1befee9a9c74091c3261ba434b4fd9c3
GCA_013621035.1	C_magur1.0	1594786	Clarias magur	GenBank	Rohu and Magur Genome Sequencing Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/621/035/GCA_013621035.1_C_magur1.0/GCA_013621035.1_C_magur1.0_genomic.gff.gz	gff	2020-07-24	2026-01-13				2021-09-26	d4941f4c8249bd321fe0272e9fd86d9a
GCA_018361025.1	CSU_Clav52_v1	1967640	Claviceps aff. purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/361/025/GCA_018361025.1_CSU_Clav52_v1/GCA_018361025.1_CSU_Clav52_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	c7faa691e66a3984a6ae9fa0e0728447
GCA_001700775.1	ASM170077v1	86049	Cladophialophora carrionii	GenBank	LNCC	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/775/GCA_001700775.1_ASM170077v1/GCA_001700775.1_ASM170077v1_genomic.gff.gz	gff	2016-08-09	2026-01-13				2019-06-13	a78f3c0eaaa7cb9951065ce65fa7b336
GCA_018360175.1	CSU_CCC1102_v1	1623583	Claviceps arundinis	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/175/GCA_018360175.1_CSU_CCC1102_v1/GCA_018360175.1_CSU_CCC1102_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	9ee5cc64ecdf853eec536e5bb8d4f629
GCA_018360075.1	CSU_CCC1219_v1	247652	Claviceps cyperi	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/075/GCA_018360075.1_CSU_CCC1219_v1/GCA_018360075.1_CSU_CCC1219_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	0bd32589d4f11dccdf648f9ab7efca4f
GCA_018360045.1	CSU_CCC1504_v1	1649128	Claviceps capensis	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/045/GCA_018360045.1_CSU_CCC1504_v1/GCA_018360045.1_CSU_CCC1504_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	f9caeff59fbdac5aecfa9c3b8f8120dd
GCA_018360465.1	CSU_LM576_v1	1294629	Claviceps humidiphila	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/465/GCA_018360465.1_CSU_LM576_v1/GCA_018360465.1_CSU_LM576_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	30fb5594eb54b770e175e43d10e89c14
GCA_018360205.1	CSU_CCC659_v1	254901	Claviceps digitariae	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/205/GCA_018360205.1_CSU_CCC659_v1/GCA_018360205.1_CSU_CCC659_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	6026a46b7773f52871d1e16808ee0969
GCA_018360365.1	CSU_CCC265_v1	62069	Claviceps citrina	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/365/GCA_018360365.1_CSU_CCC265_v1/GCA_018360365.1_CSU_CCC265_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	8f0743a4f28355649c5ab80d81d73c20
GCA_018360145.1	CSU_CCC489_v1	83212	Claviceps africana	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/145/GCA_018360145.1_CSU_CCC489_v1/GCA_018360145.1_CSU_CCC489_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	17f93668328cff3271107cd9fd745c21
GCA_018360475.1	CSU_LM469_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/475/GCA_018360475.1_CSU_LM469_v1/GCA_018360475.1_CSU_LM469_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	1f826b962889586da6edabf728041de2
GCA_018360565.1	CSU_LM470_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/565/GCA_018360565.1_CSU_LM470_v1/GCA_018360565.1_CSU_LM470_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	1858e4bdc75103cbc4de7249a6bf19fd
GCA_018360065.1	CSU_CCC1485_v1	1649127	Claviceps pazoutovae	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/065/GCA_018360065.1_CSU_CCC1485_v1/GCA_018360065.1_CSU_CCC1485_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	411e4a6f6659076256f3da634b4424d3
GCA_018360585.1	CSU_LM582_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/585/GCA_018360585.1_CSU_LM582_v1/GCA_018360585.1_CSU_LM582_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	f1fd3606c29aa1ae95eb5b56deee2abf
GCA_018360255.1	CSU_CCC398_v1	89174	Claviceps maximensis	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/255/GCA_018360255.1_CSU_CCC398_v1/GCA_018360255.1_CSU_CCC398_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	a429d5a122d86e331ba7032d67c41fef
GCA_018360605.1	CSU_LM474_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/605/GCA_018360605.1_CSU_LM474_v1/GCA_018360605.1_CSU_LM474_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	16c12c2c1569c5a0a9fefc9012bb66d3
GCA_018360185.1	CSU_CCC647_v1	1806559	Claviceps lovelessii	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/185/GCA_018360185.1_CSU_CCC647_v1/GCA_018360185.1_CSU_CCC647_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2022-12-28	56d98cc119e7f7ff3243a66c8fa8fc0b
GCA_018360675.1	CSU_LM39_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/675/GCA_018360675.1_CSU_LM39_v1/GCA_018360675.1_CSU_LM39_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	be86c7e306d5dbdccbe2b1d2219be9c6
GCA_018360055.1	CSU_CCC1483_v1	1649129	Claviceps monticola	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/055/GCA_018360055.1_CSU_CCC1483_v1/GCA_018360055.1_CSU_CCC1483_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	74d47e391eb5b31ce9bdadf246c04967
GCA_018360685.1	CSU_LM14_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/685/GCA_018360685.1_CSU_LM14_v1/GCA_018360685.1_CSU_LM14_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	8342cffd50e231458bf323e4aecc83b0
GCA_018360535.1	CSU_LM461_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/535/GCA_018360535.1_CSU_LM461_v1/GCA_018360535.1_CSU_LM461_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	93bc60b1cba7042fcc5070ff745e83f3
GCA_018360655.1	CSU_LM233_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/655/GCA_018360655.1_CSU_LM233_v1/GCA_018360655.1_CSU_LM233_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	fd74605e812a621b301343edc1aaeef8
GCA_018360725.1	CSU_LM223_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/725/GCA_018360725.1_CSU_LM223_v1/GCA_018360725.1_CSU_LM223_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	c7ab08ec92f1532d2c07caa0a0e7690c
GCA_018360745.1	CSU_LM232_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/745/GCA_018360745.1_CSU_LM232_v1/GCA_018360745.1_CSU_LM232_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	420a60359b59c1c4ba0c6e544a7306b5
GCA_018360735.1	CSU_LM60_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/735/GCA_018360735.1_CSU_LM60_v1/GCA_018360735.1_CSU_LM60_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	4dc3e63dcb7026693ca1a3e0b52e2a96
GCA_018360755.1	CSU_LM71_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/755/GCA_018360755.1_CSU_LM71_v1/GCA_018360755.1_CSU_LM71_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	0b016939093d7d2d13aee48576845f32
GCA_018360765.1	CSU_LM207_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/765/GCA_018360765.1_CSU_LM207_v1/GCA_018360765.1_CSU_LM207_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	0ec5759587a5e8f02bb1421e24acc420
GCA_018360835.1	CSU_LM30_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/835/GCA_018360835.1_CSU_LM30_v1/GCA_018360835.1_CSU_LM30_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	bccae6bf352853dd7aa8c7f4dece6cfd
GCA_018360825.1	CSU_LM33_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/825/GCA_018360825.1_CSU_LM33_v1/GCA_018360825.1_CSU_LM33_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	cdfa05c305507dfceeb8cecbde6b7d5c
GCA_018360855.1	CSU_LM4_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/855/GCA_018360855.1_CSU_LM4_v1/GCA_018360855.1_CSU_LM4_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	da9e58188a8528fd35f8d7d7ae19aac9
GCA_018360845.1	CSU_LM5_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/845/GCA_018360845.1_CSU_LM5_v1/GCA_018360845.1_CSU_LM5_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	a86bfb687bdc547cd16c3c64206df70b
GCA_018360905.1	CSU_Clav46_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/905/GCA_018360905.1_CSU_Clav46_v1/GCA_018360905.1_CSU_Clav46_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	3f5b6d611f34e1972049505c4b87e023
GCA_018360865.1	CSU_Clav55_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/865/GCA_018360865.1_CSU_Clav55_v1/GCA_018360865.1_CSU_Clav55_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	20b1606d8e3f9b554d9b8a9c311f1f9b
GCA_000347355.1	ASM34735v1	1111077	Claviceps purpurea 20.1	GenBank	Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum Muenchen	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/355/GCA_000347355.1_ASM34735v1/GCA_000347355.1_ASM34735v1_genomic.gff.gz	gff	2013-04-17	2026-01-13				2021-09-26	99b24c4eba77495bf995f72e30b412b9
GCA_018360955.1	CSU_LM46_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/955/GCA_018360955.1_CSU_LM46_v1/GCA_018360955.1_CSU_LM46_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	9b1857f96583a7858189186c0c9e9963
GCA_018360355.1	CSU_Clav32_v1	2559230	Claviceps sp. Clav32 group G5	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/355/GCA_018360355.1_CSU_Clav32_v1/GCA_018360355.1_CSU_Clav32_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	03fc1340315d35e54f127ab7ffa3aa6e
GCA_018360925.1	CSU_Clav26_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/925/GCA_018360925.1_CSU_Clav26_v1/GCA_018360925.1_CSU_Clav26_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	3c01f18ffeaf62ca35890dba7d16b96d
GCA_018360525.1	CSU_Clav50_v1	2559229	Claviceps sp. Clav50 group G5	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/525/GCA_018360525.1_CSU_Clav50_v1/GCA_018360525.1_CSU_Clav50_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	f1c72100658cdff5955e8ceed9b8eb57
GCA_018360935.1	CSU_Clav04_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/935/GCA_018360935.1_CSU_Clav04_v1/GCA_018360935.1_CSU_Clav04_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	12e32fec82f3ed2fe8704a2d2ca9246e
GCA_018360595.1	CSU_LM219_v1	2559223	Claviceps sp. LM219 group G6	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/595/GCA_018360595.1_CSU_LM219_v1/GCA_018360595.1_CSU_LM219_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	fe4fe48bce34afbac22826b0726d3d53
GCA_018360225.1	CSU_CCC602_v1	123648	Claviceps pusilla	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/225/GCA_018360225.1_CSU_CCC602_v1/GCA_018360225.1_CSU_CCC602_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-15	88ce7d098932d5fae6751dd824f919ea
GCA_018360575.1	CSU_LM454_v1	2559221	Claviceps sp. LM454 group G7	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/575/GCA_018360575.1_CSU_LM454_v1/GCA_018360575.1_CSU_LM454_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	79a5f7431df83c5a22a30f2fd4b0e52c
GCA_018360445.1	CSU_LM220_v1	2559222	Claviceps sp. LM220 group G6	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/445/GCA_018360445.1_CSU_LM220_v1/GCA_018360445.1_CSU_LM220_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	a58b026ccb37ca4442ca1d7a73e6818e
GCA_018360085.1	CSU_LM583_v1	1623583	Claviceps arundinis	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/085/GCA_018360085.1_CSU_LM583_v1/GCA_018360085.1_CSU_LM583_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	c4d770818a8329c2da3669e7334873c0
GCA_018360975.1	CSU_LM28_v1	5111	Claviceps purpurea	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/975/GCA_018360975.1_CSU_LM28_v1/GCA_018360975.1_CSU_LM28_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	e31ae9902dea292ce5255f5315ac9709
GCA_018360435.1	CSU_LM218_v1	2559224	Claviceps sp. LM218 group G6	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/435/GCA_018360435.1_CSU_LM218_v1/GCA_018360435.1_CSU_LM218_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	7113c7923ad3f200099de8c1939a932c
GCA_018360275.1	CSU_LM458_v1	2559231	Claviceps sp. LM458 group G5	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/275/GCA_018360275.1_CSU_LM458_v1/GCA_018360275.1_CSU_LM458_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	352bb39cff5c70ac45f108ad4c8ed31d
GCA_018360375.1	CSU_LM77_v1	2559228	Claviceps sp. LM77 group G4	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/375/GCA_018360375.1_CSU_LM77_v1/GCA_018360375.1_CSU_LM77_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	d00cbf4f58cafce90d35b12b822c55aa
GCA_018360345.1	CSU_LM84_v1	2559225	Claviceps sp. LM84 group G4	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/345/GCA_018360345.1_CSU_LM84_v1/GCA_018360345.1_CSU_LM84_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	d9c82eb384a6fd4facb24a11a1c44e8e
GCA_018360135.1	CSU_CCC632_v1	96774	Claviceps sorghi	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/135/GCA_018360135.1_CSU_CCC632_v1/GCA_018360135.1_CSU_CCC632_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	f6dbd4b0f9404e1ae6ece80b097ea165
GCA_018360385.1	CSU_LM78_v1	2559227	Claviceps sp. LM78 group G4	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/385/GCA_018360385.1_CSU_LM78_v1/GCA_018360385.1_CSU_LM78_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2021-05-14	9ccd662734b257369a464739f09cfc2b
GCA_018360215.1	CSU_CCC535_v1	1294630	Claviceps spartinae	GenBank	None	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/215/GCA_018360215.1_CSU_CCC535_v1/GCA_018360215.1_CSU_CCC535_v1_genomic.gff.gz	gff	2021-05-14	2026-01-13				2023-06-19	b788ef57437e861bf6d6bc4751a1e2f5
GCA_015039315.1	ClaPMI390	1486700	Clavulina sp. PMI_390	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/039/315/GCA_015039315.1_ClaPMI390/GCA_015039315.1_ClaPMI390_genomic.gff.gz	gff	2020-10-28	2026-01-13				2020-10-29	5eab5d79cc9f8116e6d20ad048e1bca2
GCA_001673695.2	ASM167369v2	36911	Clavispora lusitaniae	GenBank	Bordeaux University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/673/695/GCA_001673695.2_ASM167369v2/GCA_001673695.2_ASM167369v2_genomic.gff.gz	gff	2017-06-08	2026-01-13				2020-08-11	03ad9beda5c1fa0e62e15f0ba9f15839
GCA_014636115.1	ASM1463611v1	36911	Clavispora lusitaniae	GenBank	US Food and Drug Administration	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/115/GCA_014636115.1_ASM1463611v1/GCA_014636115.1_ASM1463611v1_genomic.gff.gz	gff	2020-09-21	2026-01-13				2020-09-21	26bab3d9188583941d9c491e3c143040
GCA_947184155.2	Cgoreaui_SCF055-01_v2.1	2562237	Cladocopium goreaui	GenBank	Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/184/155/GCA_947184155.2_Cgoreaui_SCF055-01_v2.1/GCA_947184155.2_Cgoreaui_SCF055-01_v2.1_genomic.gff.gz	gff	2024-04-06	2026-01-13				2024-04-08	32ce182ccfbdb54b14dc6d9bfe50f761
GCA_003675555.2	ASM367555v2	36911	Clavispora lusitaniae	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/675/555/GCA_003675555.2_ASM367555v2/GCA_003675555.2_ASM367555v2_genomic.gff.gz	gff	2020-06-18	2026-01-13				2020-08-12	8ff8218add9256b27bebe5024b3231a8
GCA_000236345.1	C_sinensis-2.0	79923	Clonorchis sinensis	GenBank	Department of Parasitology, Zhongshan School of Medicine, Sun Yat-sen University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/345/GCA_000236345.1_C_sinensis-2.0/GCA_000236345.1_C_sinensis-2.0_genomic.gff.gz	gff	2015-10-08	2026-01-13				2021-09-26	dcf8fe3f8e9f277ca4cdf94393171fcb
GCA_002105025.1	Cloaq1	1231657	Clohesyomyces aquaticus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/025/GCA_002105025.1_Cloaq1/GCA_002105025.1_Cloaq1_genomic.gff.gz	gff	2017-04-20	2026-01-13				2020-12-21	e8f9820bfa7219f685b63ca39c26d5a6
GCA_902829235.1	CLODIP2	197152	Cloeon dipterum	GenBank	CNAG	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/829/235/GCA_902829235.1_CLODIP2/GCA_902829235.1_CLODIP2_genomic.gff.gz	gff	2020-04-15	2026-01-13				2021-09-26	0160f1fc915934c0e864dc5070b6d460
GCA_000003835.1	ASM383v1	306902	Clavispora lusitaniae ATCC 42720	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/835/GCA_000003835.1_ASM383v1/GCA_000003835.1_ASM383v1_genomic.gff.gz	gff	2023-12-01	2026-01-13				2023-12-03	e7887e742424c5d955e5c6d25b912908
